NUMTAR;DOCFEC;DOCSER;DOCNUM;DESTAR;IMPOBRA;IMPMAT
01;25/04/2011;21;000116;QUITAR BOTELLA HIDRAULICA DE COMPACTORA Y COLOCAR UNA VEZ REPARADA;420;0
02;25/04/2011;21;000116;REPARACION EN TALLER;120;0
01;26/04/2011;24;000167;CONJUNTO VALVULA;0;198,17
01;26/04/2011;21;000117;CONSTRUCCION RADIADOR COMPLETO EN COBRE, LAMINAS EN 6 MM, CON CARCASAS REFORZADAS.;0;2954,15
01;26/04/2011;21;000118;MATERIAL MONTAJE RADIADOR;0;519,39
01;27/04/2011;24;000168;MATERIAL;0;4207,8
01;27/04/2011;24;000169;CODO ENGRASE;0;94,14
01;27/04/2011;21;000119;REPARACION DE ARTICULACION CENTRAL EN TALLER;3000;2800,09
01;28/04/2011;21;000120;COMPROBACION DE FALLO MAQUINA;96;0
01;28/04/2011;24;000170;TUBO Y VASTAGO;0;9853
01;28/04/2011;21;000121;PRESUPUESTO MATERIAL;0;341,6
01;28/04/2011;24;000171;TUBOS Y ABRAZADERAS;0;161,19
01;28/04/2011;24;000172;MOTOR A/A;0;529,02
01;28/04/2011;21;000122;REPARACION DE CULATA EN TALLER;180;0
01;28/04/2011;21;000123;ACOPLAMIENTO  AIRE ACONDICIONADO;450;2064,31
02;28/04/2011;21;000123;CONSTRUCCION DE SOPORTE COMPRESOR;0;120
01;28/04/2011;21;000124;MATERIAL ;0;996,71
01;03/05/2011;21;000125;MATERIAL ELECTRICO;0;541,59
01;03/05/2011;24;000173;CADENA GOMA;0;258
01;03/05/2011;24;000174;TARJETA Y CONECTOR;0;1297,15
01;03/05/2011;21;000126;PRESUPUESTO MATERIAL;0;86,96
01;29/04/2011;21;000127;MATERIAL VOLVO;0;627,74
01;03/05/2011;24;000175;EJE, RETEN Y RODAMIENTO;0;635,77
01;04/05/2011;24;000176;COMPRESOR A/A;0;1205,82
01;04/05/2011;24;000177;MATERIAL;0;913,08
01;04/05/2011;24;000178;KIT EMPAQ. BALANCIN;0;1707,17
01;04/05/2011;24;000179;TUBO Y ABRAZADERA;0;41,35
01;05/05/2011;24;000180;MATERIAL;0;240,56
01;05/05/2011;24;000181;DISTRIBUIDOR PALA SEGUN CROQUIS ADJUNTO;0;5720
01;06/05/2011;24;000183;TUBO;0;30,51
01;06/05/2011;24;000184;BOMBA HIDRAULICA L90;0;1613,56
01;09/05/2011;21;000128;QUITAR TRANSMISION DE MAQUINA Y PONERLA EN MAQUINA;1500;0
02;09/05/2011;21;000128;DIAGNOSTICAR PROBLEMA DE TRANSMISION ;600;0
01;10/05/2011;21;000130;REPARACION DE MOTOR EN TALLER;3000;15919,4
01;10/05/2011;24;000185;CRISTAL PUERTA IZQ;0;238,5
01;10/05/2011;24;000186;BOMBIN + LLAVE;0;138,12
01;11/05/2011;21;000131;PRESUPUESTO MOTOR Y JUNTA;0;0
01;11/05/2011;21;000132;PRESUPUESTO MOTOR Y JUNTA;0;460,22
01;11/05/2011;24;000187;CONECTOR;0;95,34
01;11/05/2011;21;000133;MATERIAL INYECTORES;0;4161,12
01;11/05/2011;21;000134;PRESUPUESTO  MATERIAL;0;423,12
01;11/05/2011;21;000135;REPARACION DE MOTOR EN TALLER;0;3924,56
01;12/05/2011;24;000188;MARTILLO PARA VOLVO BL71;0;5600
01;12/05/2011;24;000189;BOMBA HIDRAULICA;0;2368,58
01;12/05/2011;21;000136;FALLO SENSOR DE VOLTEO;149;0
02;11/05/2011;21;000133;MATERIAL DE ELEMENTOS BOMBA INYECCION;0;2356,34
01;12/05/2011;21;000137;REPARACION FALLO DE FRENO;286;0
01;13/05/2011;24;000190;BOMBA HIDRULICA;0;4887,92
01;13/05/2011;21;000138;REPARACION DE TRANSMISION;3600;10988,46
01;13/05/2011;21;000139;SACAR MOTOR DE MAQUINA;450;0
02;13/05/2011;21;000139;REPARACION DE MOTOR EN TALLER;2700;701,55
04;13/05/2011;21;000139;MONTAJE DE MOTOR EN MAQUINA;600;0
02;13/05/2011;21;000138;REPARACION DE INYECTORES;60;374,94
01;16/05/2011;21;000140;MATERIAL MOTOR;0;4721,91
01;17/05/2011;21;000141;MATERIAL INYECTORES;0;4046,24
01;17/05/2011;21;000142;REPARACION DE RODAJE ;5760;32139,12
01;17/05/2011;24;000191;BOMBA DE AGUA;0;279,88
01;17/05/2011;21;000143;MATERIAL NO ORIGINAL;0;2671,75
01;17/05/2011;21;000144;MATERIAL;0;408,12
01;18/05/2011;24;000192;CORONA DE GIRO+JUNTAS;0;5508,96
01;18/05/2011;24;000193;CONJUNTO PIÑON GIRO;0;3757,66
01;18/05/2011;21;000145;PRESUPUESTO BARREDORA INDUSTRIAL PARA CARRETILLAS;0;5467
01;18/05/2011;24;000194;SOPORTE DEL CARDAN;0;1329,49
01;18/05/2011;24;000195;BOMBA AGUA Y CORREA;0;723,77
01;18/05/2011;21;000146;PRESUPUESTO CORONA DE GIRO;0;6400
01;18/05/2011;21;000147;PRESUPUESTO MATERIAL;0;710,3
01;19/05/2011;24;000196;ALTERNADOR;0;1213,73
01;19/05/2011;24;000197;COMPRESOR,EVAPORADOR Y FILTRO A/A;0;1780,15
01;19/05/2011;21;000149;SUSTITUCION DE CADENAS DE GOMA EN TALLER;120;0
01;19/05/2011;21;000150;SUSTITUCION DE CADENAS DE GOMA EN MARCHENA;120;0
01;19/05/2011;24;000198;CADENA GOMA;0;611,25
02;19/05/2011;21;000148;REVISION ELECTRICA, PILOTOS, LIMPIAPARABRISAS, CLAXON, AVISADOR MARCHA ATRAS;192;0
03;19/05/2011;21;000148;REPARACION DE SALIDEROS AGUA POR MANGUITOS;96;0
04;19/05/2011;21;000148;REPARACION DE FRENO MANO;192;0
05;19/05/2011;21;000148;FILTRO AIRE;0;59,19
01;20/05/2011;21;000151;PRESUPUESTO MATERIAL Y MANO OBRA ;480;4611,01
01;20/05/2011;21;000152;CAMBIO DE PIEZAS DE MOTOR A MOTOR ;240;0
01;20/05/2011;21;000153;FABRICACION CUCHARON ;0;6500
01;23/05/2011;21;000154;SACAR MOTOR DE MAQUINA;450;0
02;23/05/2011;21;000154;CAMBIO DE PIEZAS DE MOTOR A MOTOR RECOM;240;13468
03;23/05/2011;21;000154;MONTAJE DE MOTOR EN MAQUINA;600;0
01;23/05/2011;24;000199;BOMBA HIDRAULICA COMPLETA;0;5920,58
01;23/05/2011;24;000200;CERRADURA PUERTA IZQ.;0;365
01;23/05/2011;24;000201;RETEN;0;96,97
01;23/05/2011;24;000202;TAPA Y LAMINAS DE AJUSTE;0;536,63
01;23/05/2011;24;000203;TUBO Y ABRAZADERAS;0;192,76
01;23/05/2011;21;000155;MATERIAL NECESARIO;0;428,32
01;24/05/2011;24;000204;MATERIAL DE RODAJE;0;2144,56
01;24/05/2011;24;000205;EJE MOTOR AFTER COOLER;0;295,93
01;24/05/2011;21;000156;MATERIAL ASIENTO;0;1020,2
01;24/05/2011;21;000157;PRESUPUESTO FILTROS;0;86,91
01;25/05/2011;24;000206;COMPRESOR A/A;0;1291,5
01;25/05/2011;24;000207;RUEDA GUIA ;0;1534,86
01;25/05/2011;21;000158;MATERIAL KOMATSU;0;4755,04
01;25/05/2011;24;000208;COMPRESOR A/A;0;1382,62
01;24/05/2011;21;000159;REPARACION DE RODAJE;6400;31539,12
01;26/05/2011;24;000209;MATERIAL;0;565,8
01;26/05/2011;24;000210;MATERIAL SUSPENSION;0;10459,07
01;26/05/2011;24;000211;MATERIAL PARA MOTOR;0;1796,39
01;26/05/2011;24;000212;KIT SUPERIOR RETENES ORBITROL;0;224,09
01;26/05/2011;21;000160;REPARACION DE  CARDAN Y FRENO MANO;420;1446,41
01;27/05/2011;24;000213;KIT EMPAQ. , JUNTA Y FILTRO A/A ,  JOSTIK;0;944,85
01;27/05/2011;24;000214;RUEDA GUIA COMPLETA;0;447,98
01;27/05/2011;21;000161;FALLO AIRE ACONDICIONADO;143;130,5
01;30/05/2011;21;000162;PRESUPUESTO MATERIAL;0;12,57
01;30/05/2011;21;000163;PRESUPUESTO BARREDORA IND. CON SISTEMA DE RIEGO.;0;4650
01;31/05/2011;24;000215;TUBO ;0;157,02
01;31/05/2011;24;000216;KIT PARA FRENOS TRASEROS;0;8769,9
01;31/05/2011;24;000217;KIT FRENOS, DISCOS, ETC;0;16439,47
01;31/05/2011;24;000218;CUERPO RADIADOR;0;10687,44
01;31/05/2011;21;000164;PRESUPUESTO MODULO;0;6043,95
01;31/05/2011;24;000219;CRISTALES DELANTEROS;0;337,51
01;31/05/2011;21;000165;MATERIAL VOLVO;0;480,85
02;26/05/2011;21;000160;REPARACION EN TALLER;210;248,25
01;31/05/2011;24;000220;CRUCETA + TORNILLOS;0;827,82
01;01/06/2011;24;000221;KIT DE FRENOS TRASEROS Y KIT DE SELLOS;0;8550,95
01;01/06/2011;24;000222;MATERIAL PARA FRENOS;0;1790,78
01;02/06/2011;24;000223;MATERIAL TENSOR CADENA;0;3080,96
01;02/06/2011;21;000166;REPARACION DE RADIADOR Y BOMBA VENTILADOR;800;0
02;02/06/2011;21;000166;MODIFICACION DE CONDESADOR AIRE ACONDICIONADO;384;0
03;02/06/2011;21;000166;LIMPIEZA DEPOCITO GASOIL;384;0
01;02/06/2011;21;000167;SACAR TRANSMISION Y CONVERTIDOR DE MAQUINA;1440;0
02;02/06/2011;21;000167;DESPIECE CONVERTIDOR Y TRANSMISION;1120;0
01;02/06/2011;24;000224;EJE BOMBA AGUA;0;120,92
01;03/06/2011;21;000168;MATERIAL;0;679,74
03;02/06/2011;21;000167;DESMONTAR PANTALLA, ARCO PARA TRASLADO DEL BULDOCER ;128;0
01;03/06/2011;24;000225;GUIAS DE VALVULAS Y TAPONES;0;1171,16
01;03/06/2011;24;000226;EJE BOMBA AGUA;0;397,57
01;03/06/2011;21;000169;MATERIAL;0;597,34
01;03/06/2011;21;000170;MATERIAL KOMATSU;0;3443,48
01;06/06/2011;24;000227;TARJETA CONTROL;0;1057,68
01;06/06/2011;24;000228;SENSOR FILTRO AIRE;0;69,6
01;06/06/2011;24;000229;CAMISA + JUNTAS;0;500,29
01;06/06/2011;24;000230;RETENES Y ANILLOS;0;1579,73
01;06/06/2011;24;000231;ALTERNADOR;0;1148,4
01;06/06/2011;24;000232;ALTERNADOR INTERCAMBIO;0;760,32
01;06/06/2011;24;000233;PEGATINAS;0;85,93
01;07/06/2011;21;000171;PRESUPUESTO MATERIAL;0;556,8
01;07/06/2011;21;000172;PRESUPUESTO MATERIAL ;0;381,53
01;07/06/2011;21;000173;PRESUPUESTO MATERIAL;0;212,24
01;07/06/2011;21;000174;MATERIAL CARRETILLA;0;2036,99
01;08/06/2011;24;000234;TUBOS;0;246,49
01;08/06/2011;24;000235;JUNTAS SERVOTRANSMISION;0;150,96
01;08/06/2011;24;000236;CAMISA INYECTOR
;0;92,59
01;09/06/2011;24;000237;TORNILLO CULATA;0;191,07
01;09/06/2011;21;000175;MATERIAL;0;420,21
01;09/06/2011;21;000176;MATERIAL ;0;27,43
01;09/06/2011;21;000177;PRESUPUESTO MATERIAL;352;1674,61
01;09/06/2011;21;000178;MATERIAL MOTOR CUMMINS;0;311,04
01;09/06/2011;21;000179;REPARACION CILINDRO DE ENGANCHE RAPIDO;48;149,8
01;09/06/2011;21;000180;MATERIA PRESUPUESTO;0;20,04
01;09/06/2011;21;000181;FALLO BAJA POTENCIA EN MOTOR CUMMINS B5.9C;170;0
01;10/06/2011;24;000238;TORICAS RADIADOR;0;122,53
01;13/06/2011;21;000182;CAMBIO DE INYECTORES;180;2970
01;13/06/2011;24;000239;LAMINAS DE AJUSTE;0;81,12
01;13/06/2011;21;000183;MATERIAL REPUESTO;0;1388,36
01;14/06/2011;24;000240;TUBO A/A;0;201,02
01;14/06/2011;24;000241;MANDO VELOCIDADES;0;2207,7
01;16/06/2011;24;000242;BOMBIN GASOIL+ JUNTA;0;92,98
01;16/06/2011;24;000243;KIT LAMINAS AJUSTE;0;421,15
01;16/06/2011;24;000244;PISTON, SEGM., CAMISA, ETC...;0;166,48
01;16/06/2011;24;000245;CODENSADOR;0;947,21
01;16/06/2011;24;000246;JUNTAS TORICAS;0;131,54
01;16/06/2011;21;000184;REALIZAR VACIO Y CARGA DEL A/C;99;130,5
01;17/06/2011;21;000185;MOTOR RECON;0;7409,09
02;17/06/2011;21;000185;PUESTA EN MARCHA DEL MOTOR Y AJUSTE DEL MISMO;230;0
01;17/06/2011;24;000247;TORICA;0;11,57
01;17/06/2011;24;000248;RETAINER;0;1443,6
01;20/06/2011;24;000249;JUNTAS TORICAS;0;153,5
01;20/06/2011;24;000250;BOMBA HIDRAULICA;0;1197,09
01;20/06/2011;21;000186;MATERIAL;0;635,18
01;20/06/2011;21;000187;SUSTITUCION CRISTAL LUNA DELANTERA;233;0
01;20/06/2011;21;000188;REPARACION CILINDROS ELEVACIO;180;179,78
01;20/06/2011;24;000251;MOTOR A/A;0;553,85
01;22/06/2011;21;000189;SOLO MATERIALES;0;266,86
01;22/06/2011;21;000190;PRESUPUESTO MATERIAL;0;52,89
01;22/06/2011;24;000252;MATERIAL PARA CONVERTIDOR Y CAJA DE CAMBIOS;0;7076,55
01;22/06/2011;24;000253;tornillos y tuercas;0;172,7
01;22/06/2011;24;000254;MATERIAL PARA GIRO Y FRENOS;0;4911,93
01;22/06/2011;24;000255;CAMISA BOTELLA BALANCIN;0;3660
01;23/06/2011;21;000191;PRESUPUESTO MATERIAL;0;1125,48
01;23/06/2011;21;000192;PRESUPUESTO MATERIAL;0;236,78
01;24/06/2011;24;000256;PRESUPUESTO MARTILLOS MONTABERT;0;11650
01;24/06/2011;24;000257;PRESUPUESTO DUMPER 10241;0;904,48
01;27/06/2011;21;000193;REP. MOTOR STANDAR;0;5840,8
01;27/06/2011;24;000258;COMPRESOR A/A;0;1268,83
01;27/06/2011;24;000259;TURBO;0;1176,06
01;27/06/2011;24;000260;CARTUCHO TURBO;0;766,25
01;27/06/2011;24;000261;RESPIRADERO Y JUNTA;0;75,73
01;27/06/2011;24;000262;ACOPLAMIENTO;0;153,04
01;27/06/2011;21;000194;MATERIAL PARA REP. STD;0;5882,73
01;27/06/2011;24;000263;PRESUPUESTO MARTILLO MONTABERT;0;5900
01;29/06/2011;24;000264;JUNTAS RADIADOR;0;122,53
01;29/06/2011;21;000195;REPARACION DE CULATA;5529,56;0
01;29/06/2011;24;000265;HIT ORBITROL SUPERIOR;0;208,73
01;29/06/2011;24;000266;JUNTA TORICA;0;1,63
01;30/06/2011;24;000267;VALVULA , RESPIRADERO, TORICA;0;192,59
01;30/06/2011;24;000268;TURBO INTERCAMBIO;0;970,24
01;30/06/2011;21;000196;MATERIAL EJE TRASERO;0;689,2
01;30/06/2011;24;000269;ACOPLAMIENTO;0;977,36
01;30/06/2011;24;000270;CRUCETA;0;830,5
01;01/07/2011;21;000197;MANO DE OBRA Y MATERIAL;117;155,94
01;01/07/2011;21;000198;REPARACION DE INYECTOR Y PERDIDA POR BOMBA AGUA;1441,2;0
01;01/07/2011;24;000271;RADIADOR COMPLETO;0;2167,16
01;01/07/2011;24;000272;RETENES, EJES, TAPADERAS, ETC;0;2634,99
01;01/07/2011;21;000199;REPARACION DE CORONA;2400;0
01;04/07/2011;21;000200;MATERIAL;0;755,19
01;04/07/2011;21;000201;MATERIAL;0;54,55
01;04/07/2011;21;000202;MATERIAL AIRE ACONDICIONADO;0;931,44
01;04/07/2011;21;000203;MANO DE OBRA Y MATERIAL;117;216,52
01;04/07/2011;24;000273;TUBO Y ARANDELAS;0;72,18
01;04/07/2011;24;000274;SENSOR PRESION FRENOS;0;339,94
01;04/07/2011;21;000204;MATERIAL ;0;893,8
01;05/07/2011;21;000205;PRESUPUESTO BARREDORA 1200 CON RIEGO Y CEPILLO LAT.;0;4850
01;05/07/2011;21;000206;PRESUPUESTO MATERIAL;0;266,63
01;05/07/2011;21;000207;PRESUPUESTO MATERIAL;0;42,44
01;05/07/2011;24;000275;EVAPORADOR A/A;0;388,36
01;05/07/2011;21;000208;MATERIAL ORIGINAL;0;23,56
01;05/07/2011;21;000209;MATERIAL ALTERNATIVO;0;14,9
01;01/07/2011;21;000210;REPARACION EN TALLER DE MOTOR ;2700;5756,22
01;06/07/2011;21;000211;PRESUPUESTO FILTROS 322;0;196,39
01;07/07/2011;21;000212;MATERIAL ;0;1109,19
01;07/07/2011;21;000213;MATERIAL;0;870,96
02;01/07/2011;21;000210;SACAR MOTOR DE MAQUINA Y COLOCACION;1200;0
01;07/07/2011;21;000214;RADIADOR OFERTA ESPECIAL;0;1620
01;07/07/2011;21;000215;MATERIAL RADIADOR;0;4324,46
01;08/07/2011;21;000216;MATERIAL REPUESTO;0;530,43
01;08/07/2011;21;000217;REPARACION BOMBA INYECCION;0;2014,94
01;28/07/2011;24;000276;CULATA COMPLETA INTERCAMBIO;0;4103,72
01;11/07/2011;24;000277;CASQUILLOS, BULONES , ANILLAS , ARANDELAS;0;1902,71
03;01/07/2011;21;000210;SACAR RADIADOR, LIMPIEZA Y MONTAJE;360;97
01;11/07/2011;24;000278;RADIADOR CALEFACCION;0;325,96
01;13/07/2011;24;000279;SENSOR DE DIRECCION;0;56,59
01;14/07/2011;21;000218;27/06/2011 ORDEN DE TRABAJO 518 (ARIPRESA GILENA);75,21;130,5
02;14/07/2011;21;000218;01/07/2011 ORDEN DE TRABAJO 518 (ARIPRESA GILENA);105,29;0
03;14/07/2011;21;000218;04/07/2011 ORDEN DE TRABAJO 518/2 (ARIPRESA GILENA);29,07;0
04;14/07/2011;21;000218;05/07/2011 ORDEN DE TRABAJO 518 (ARIPRESA GILENA);135,38;322,6
01;14/07/2011;24;000280;MATERIAL MOTOR 46750757;0;2514,47
01;14/07/2011;24;000281;TURBO;0;1695,04
01;14/07/2011;24;000282;TUBO, TORNILLOS Y JUNTAS;0;182,98
01;15/07/2011;24;000283;RADIADOR;0;7863,06
01;15/07/2011;21;000219;PRESUPUESTO MATERIAL;0;12568,98
01;18/07/2011;24;000284;SENSOR PRESION DIRECCION;0;691,77
01;18/07/2011;21;000220;PRESUPUESTO BLOQUE 3412 ORIGINAL CATERPILLAR REACONDICIONADO;0;10893,46
01;18/07/2011;21;000221;PRESUPUESTO MATERIAL SUSTITUCION INYECTORES Nº 1 Y 6;0;1609,95
01;19/07/2011;24;000285;BOMBA INYECTORA;0;1028,16
01;19/07/2011;24;000286;MATERIAL REDUCTOR Y CADENA;0;3463,61
01;19/07/2011;21;000222;SUSTITUCION DE BOMBA INYECTORA;326;0
02;19/07/2011;21;000222;REPARACION DE BOMBA INYECTORA EN TALLER;0;1158,23
01;20/07/2011;21;000223;SOLO MATERIAL;0;326,17
03;19/07/2011;21;000222;PARTE 7104 DEL DIA 14/07/2011 OR. 572;131;13,98
01;21/07/2011;21;000224;PRESUPUESTO BLOQUE 3412;0;9755,39
01;25/07/2011;21;000225;MATERIAL PRESUPUESTO;0;899,81
01;25/07/2011;24;000287;ARANDELAS AJUSTE;0;64,29
01;27/07/2011;24;000288;RAC SENSOR;0;5084,82
01;26/07/2011;24;000289;INYECTORES INTERCAMBIO;0;2233,82
01;26/07/2011;24;000290;INYECTOR;0;2993,28
01;26/07/2011;24;000291;JUNTAS, TUBO Y EMPAQUETADURA;0;390,78
01;26/07/2011;24;000292;RADIADOR;0;4135,5
01;26/07/2011;21;000227;MATERIAL;159,5;0
01;26/07/2011;21;000228;REPARACION MOTOR EN TALLER;3600;5749,09
01;27/07/2011;21;000229;PRESUPUESTO MATERIAL ORIGINAL;0;254,62
01;27/07/2011;21;000230;PRESUPUESTO MATERIAL;0;199,3
01;27/07/2011;24;000293;UNION TURBO Y JUNTAS;0;260,06
01;27/07/2011;21;000231;REPARACION BOMBA DE AGUA EN TALLER Y MATERIAL;246,5;0
01;28/07/2011;21;000232;PRESUPUESTO MATERIAL;0;1095,12
01;28/07/2011;24;000294;RODAMIENTOS;0;64,98
01;28/07/2011;24;000295;INYECTORES NUEVOS;0;3438,72
01;28/07/2011;24;000296;INYECTOR INTERCAMBIO Y TOBERAS;0;3648,89
01;28/07/2011;24;000297;JUNTAS, TORICAS, EMPAQ., ETC;0;220,69
01;29/07/2011;24;000298;RODAMIENTO DEL CONVERTIDOR;0;504,79
01;01/08/2011;24;000299;PRESUPUESTO GOMAS SK815;0;560
01;02/08/2011;24;000300;PRESUPUESTO ;0;247,25
01;01/08/2011;24;000301;PRESUPUESTO;0;26,44
01;02/08/2011;21;000233;PRESUPUESTO REPARACION BOTELLA;448;510,27
01;02/08/2011;21;000234;MATERIAL TRANSMISIPON VOLVO;0;3906,1
01;02/08/2011;24;000302;PRESUPUESTO PARA WA380-5H CON Nº SER. H51265;0;1375,27
01;02/08/2011;24;000303;ALTERNADOR NO INTERCAMBIABLE;0;134,64
01;03/08/2011;21;000235;PRESUPUESTO REPARACION BOTELLA;4050;0
01;04/08/2011;24;000304;PRESUPUESTO;0;7,31
01;04/08/2011;24;000305;PRESUPUESTO;0;898,88
01;05/08/2011;24;000306;PRESUPUESTO;0;4185,06
01;05/08/2011;21;000236;PRESUPUESTO MATERIALES;0;81,08
01;09/08/2011;24;000307;PRESUPUESTO;0;36,07
01;09/08/2011;24;000308;PRESUPUESTO;0;2086,59
01;09/08/2011;24;000309;PRESUPUESTO SUBCUCHILLAS CON TORNILLO;0;798,43
01;10/08/2011;24;000310;PRESUPUESTO CULATA INTERCAMBIO PARA MOTOR 46529511;0;4077,95
01;10/08/2011;24;000311;PRESUPUESTO;0;13,5
01;10/08/2011;21;000237;PRESUPUESTO REPARACION ACUMULADOR;180;334,61
01;10/08/2011;24;000312;PRESUPUESTO CULATA INTERCAMBIO PARA MOTOR 46529511;0;3929,24
01;10/08/2011;24;000313;PRESUPUESTO;0;207,04
01;12/08/2011;21;000238;MATERIAL CATERPILLA;0;1427,97
01;17/08/2011;24;000314;JUNTAS COLECTOR ESCAPE, TORNILLOS, ETC;0;417,11
01;17/08/2011;24;000315;VALVULA EXPANSION A/A;0;167,81
01;18/08/2011;21;000239;DESMONTAR DOS CADENAS DE NEUMATICOS USADOS Y MONTARLAS EN NUEVOS.;1500;0
01;19/08/2011;24;000316;RUEDA GUIA PC09-1(12587);0;477,99
01;19/08/2011;24;000317;TAPON RADIADOR;0;105,8
01;19/08/2011;24;000318;BOBINA DEL COMPRESOR A/A;0;221,34
01;22/08/2011;21;000240;DESPLAZAMIENTO A CANTERA, DIAGNOSTICAR FALLO MOTOR;270;0
01;22/08/2011;24;000319;MOTOR DE INTERCAMBIO (RECON) PARA PC450-6;0;36000
01;22/08/2011;21;000241;SOLO MATERIAL;0;144,77
01;23/08/2011;24;000320;JUNTAS;0;18,67
01;24/08/2011;21;000242;DIAGNOSTICAR FALLO DE SOPRESION EN RADIADOR;251;0
01;24/08/2011;24;000321;TURBO;0;4785,47
01;24/08/2011;24;000322;KIT EMPAQ. BOTELLA BASCULANTE;0;297,5
01;24/08/2011;24;000323;TERMOSTATO Y FILTROS;0;202,81
01;25/08/2011;24;000324;COMPRESOR A/A;0;851,95
01;25/08/2011;24;000325;TUBO;0;58,37
01;25/08/2011;21;000243;MODULOS EN FINANZAUTO, EL DE TRANSMISION NO TIENE PLAZO ENTREGA, IMPLEMENTO STOCK;0;6717,16
02;25/08/2011;21;000243;MODULOS DE INTERCAMBIO FINANZAUTO EN STOCK ;0;4930,86
03;25/08/2011;21;000243;MODULOS DESDE USA PLAZO ENTREGA 8 DIAS HABILES;0;4657,1
04;25/08/2011;21;000243;CALIBRACION DE MODULOS;0;150
01;25/08/2011;24;000326;TORICA;0;28,27
01;26/08/2011;24;000327;RAC SENSOR;0;3245,6
01;29/08/2011;24;000328; JOSTIK DERECHO;0;744,98
01;29/08/2011;24;000329;MATERIAL PARA D155AX-5;0;3791,55
01;29/08/2011;24;000330;EVAPORADOR;0;887,07
01;29/08/2011;24;000331;BOMBA FRENO;0;1498,34
01;30/08/2011;24;000332;ACTUADOR BOMBA INYECTORA Y JUNTA;0;971,09
01;30/08/2011;24;000333;CRISTAL Y COLOCACION;0;309,7
01;30/08/2011;24;000334;CRUCETA;0;87,73
01;30/08/2011;24;000335;ESQUINA LLANTA;0;1160
01;31/08/2011;21;000244;MATERIAL ASIENTO;0;375,3
01;31/08/2011;21;000245;COMPROBACION FALLO MAQUINA;209;0
01;31/08/2011;21;000246;PRESUPUESTO MATERIAL;0;154,24
01;31/08/2011;24;000336;MATERIAL;0;291,65
01;31/08/2011;21;000247;Desmontar motor;144;0
02;31/08/2011;21;000247;Reparacion de motor;1920;5228,24
03;31/08/2011;21;000247;Fresar asientos de valvulas;0;488
01;01/09/2011;24;000337;ELECTROVALVULA Y CRISTAL;0;766,34
01;01/09/2011;24;000338;PIPA;0;52,07
01;01/09/2011;24;000339;CRISTAL DELANTERO;0;490,45
04;31/08/2011;21;000247;Comprobacion de Inyectores.;0;360
01;02/09/2011;21;000248;PRESUPUESTO MATERIAL;0;52
01;02/09/2011;24;000340;KIT FRENOS, EMPAQUETADURAS, ETC......;0;153,79
01;05/09/2011;21;000249;REPARACION DE TRANSMISION;3300;3318,14
01;05/09/2011;24;000341;BOBINA SOLENOIDE;0;439,87
01;05/09/2011;21;000250;REPARACION SENSOR VUELTAS;58;197,1
01;05/09/2011;24;000342;CONDENSADOR;0;521,57
01;06/09/2011;21;000251;PRESPUESTO MATERIAL;0;132,14
01;06/09/2011;21;000252;DIAGNOSIS FALLO HIDRAULICO D65EX-12;96;0
01;06/09/2011;21;000253;PRESUPUESTO MATERIAL ORIGINAL CAT;0;592,05
01;06/09/2011;21;000254;MATERIAL ENGRASE;0;1405,07
01;07/09/2011;24;000343;RELE;0;99,38
01;07/09/2011;21;000255;BOMBA HIDRAULICA Y MANDOS TIC, COLOCACION DE JUNTAS Y RETENES;300;71,25
01;08/09/2011;24;000344;BOTELLA ELEVACION;0;2579,3
01;08/09/2011;24;000345;ROTULA, ETC.....;0;123,05
01;08/09/2011;21;000256;CARTON PARA JUNTAS TEMPERATURA;0;1319,01
01;08/09/2011;21;000257;CARTON PARA JUNTAS TEMPERATURA;0;2338,25
01;08/09/2011;21;000258;CAMBIAR VALVULA REGULADORA PRESION;116;398,96
01;08/09/2011;24;000346;SOLENOIDE;0;160,74
01;09/09/2011;24;000347;BIELA , CASQUILLO Y BULON;0;1068,54
01;09/09/2011;21;000259;MATERIAL CAT;0;795,75
01;09/09/2011;24;000348;SILENCIOSO;0;186,63
01;09/09/2011;24;000349;DISCO FRENOS, SELLOS , EYC......;0;2464,1
01;09/09/2011;24;000350;CARDAN, CRUCETAS, ACOPLAMIENTO, ETC...;0;6453,04
01;09/09/2011;24;000351;KIT REPARACION BOTELLA ELEVACION;0;409,83
01;12/09/2011;21;000260;PRESUPUESTO MATERIAL ORIGINAL CATERPILLAR;0;1605,12
01;12/09/2011;21;000261;ALTERNADOR ORIGNAL CAT Y BATERIAL ALTERNATIVAS;0;1266,76
01;12/09/2011;24;000352;RUBBER Y TUERCA;0;25,54
01;13/09/2011;21;000262;DESPLAZAMIENTO A PROCERAN, DIAGNOSTICAR FALLO DE MOTOR;209;0
01;13/09/2011;24;000353;CRISTALES;60;372,52
01;13/09/2011;21;000263;PRESUPUESTO WA250-5;0;61,19
01;14/09/2011;24;000354;BOMBA INYECTORA;0;2321,97
01;14/09/2011;24;000355;SENSOR ;0;1105,39
01;14/09/2011;24;000356;TUBO;0;150,95
01;15/09/2011;24;000357;RETENES;0;444,11
01;15/09/2011;24;000358;INTERRUPTO DE LUCES;0;194,34
01;16/09/2011;24;000359;INYECTORES INTERCAMBIO;0;3201,36
01;16/09/2011;24;000360;VALVULA;0;318,48
01;20/09/2011;21;000264;PRESUPUESTO BATERIA;0;191,1
01;20/09/2011;21;000265;FALLO DE MAQUINA;175;0
