NUMTAR;FECORD;NUMORD;DESTAR;CODTER;MARCA
08;04/01/1999;000148;VALVULA TENSOR DE CADENA;253;N
09;04/01/1999;000148;CAJA VALVULAS;253;N
01;29/04/1999;000149;CORREGUIR SALIDERO DE ACEITE POR CARTE;253;N
10;01/01/1999;000001;ARREGLO DE EMBRAGE;10000;N
02;29/04/1999;000149;REPARACION EN TALLER;253;N
01;26/04/1999;000150;REVISION DE FRENOS.;1;N
01;29/04/1999;000151;REPARAR AVISADOR MARCAHA ATRAS;50;N
01;03/05/1999;000152;ENDEREZAR VASTAGO;356;N
01;03/05/1999;000153;SOLDAR AGUILON;7;N
01;03/05/1999;000154;COLOCACION DE BULON NUEVO;17;N
01;04/05/1999;000155;REPARACION EMBRAGUE;50;N
01;04/05/1999;000156;ARREGLO DE BOMBA MANIOBRA;253;N
02;04/05/1999;000155;REPARACION EN TALLER;50;N
01;06/05/1999;000157;CAMBIO GENERALES DE FILTROS;50;N
01;07/05/1999;000158;REPARACION DE TORNILLOS DE COLECTOR ESCAPE , CORREGUIR SALIDEROS DE AIRE , VALVULA FRENO  ESTACIONAMIENTO Y CORREGUIR SALIDEROS GAS-OIL DE INYECTORES;33;N
01;07/05/1999;000159;REVISION PARA PASAR ITV;50;N
01;05/05/1999;000160;REPARACION DE AIRE ACONDICIONADO;253;N
01;10/05/1999;000161;SACAR PUNTERO PARTIDO Y COLOCACION DE UNO NUEVO;283;N
01;10/05/1999;000162;REPARACION DE BOMBA HIDRAULICO PRINCIPAL;253;N
01;10/05/1999;000163;REPARACION DE GRUPO;50;N
04;13/01/1999;000024;REPARACION DE VALVULA FRENO MANO;275;N
01;10/05/1999;000164;REPARACION RACOR DE TUBERIAS DE HIDROSTATICA;253;N
02;03/05/1999;000153;COLOCACION DE EMPAQUETADURAS A BOTELLA;7;N
01;03/05/1999;000167;REVISION DE INSTALACION ELECTRICA DEL ALTERNADOR;50;N
01;07/05/1999;000169;ACOPLACION E INSTALACION DE FINAL DE CARRERA A PALANCA DE CAMBIOS;50;N
02;12/04/1999;000127;REPARACION DE RADIADOR Y ENFRIADORES;150;N
01;11/05/1999;000170;REPARACION DE BOMBA;410;N
01;11/05/1999;000172;REVISION PARA SU REPARACION;99999;N
01;12/05/1999;000173;REPARACION DE BOMBA;1;N
02;10/05/1999;000163;DESMONTAR GRUPO, MECANIZADO DE ALOJAMIENTO DE RODAMIENTOS DE CORONA Y PIÑON DE ATAQUE, MONTAJE DEL MISMO Y AJUSTE;50;N
01;12/05/1999;000174;REPARACION DE TUBO METALICO 
;7;N
01;12/05/1999;000175;REPARACION DE TUBO DE BOTELLA DE ELEVACION;7;N
01;14/05/1999;000176;REPARACION DE TUBOS METALICOS;126;N
01;14/05/1999;000177;REPARACION DE DIRECCION;50;N
02;14/05/1999;000177;REPARACION DE DIRECCION EN TALLER;50;N
01;17/05/1999;000178;CORREGIR SALIDERO DE GASOIL;33;N
01;17/05/1999;000179;REPARACION VAPORIZADORES DE HORNO;17;N
01;17/05/1999;000180;REPARACION DE HIDRAULICOS DE GRUA.;398;N
01;18/05/1999;000181;REPARACION DE FRENO;382;N
02;07/04/1999;000135;REPARACION;7;N
03;07/04/1999;000135;REPARACION DE BALANCIN;7;N
01;19/05/1999;000182;REPARACION DE TUBOS DE ELEVACION;253;N
01;20/05/1999;000183;REFORZAR AGUILON DEL TRACTOR;70;N
01;20/05/1999;000184;INSTALACION DE MARTILLO BRP 140;165;N
01;19/05/1999;000185;REPARACION DE COGIDA DE TORNILLOS ACUMULADOR Y CASQUILLO DE PUNTERO;1;N
02;10/05/1999;000162;REPARACION EN TALLER;253;N
01;14/05/1999;000186;COLOCACION DE CRISTAL;9;N
03;12/04/1999;000127;ELECTRICIDAD;150;N
01;05/05/1999;000188;REPARACION DE CAJA TRANSFE;7;N
02;05/05/1999;000188;CONSTRUCCION DE UTIL EN TALLER;7;N
01;19/05/1999;000190;REVISION Y AJUSTES MARTILLO 125;165;N
01;12/05/1999;000191;REVISION DE CARRETILLA;253;N
02;12/05/1999;000174;REPARACION DE VALVULA DE FRENOS.;7;N
01;25/05/1999;000192;REPARACION DE ACUMULADOR;387;N
05;13/01/1999;000024;REPARACION DE PULMONES Y BOMBAS DE FRENO;275;N
01;25/05/1999;000193;REPARACION CAJA DISTRIBUIDORA;411;N
01;25/05/1999;000195;SUSTITUCION DE BULON DE AGUILON SUPUERIOR IQUIERDO Y TUBO HIDRAULICO DE ELEVACION;50;N
01;26/05/1999;000196;REPARACION DE FRENOS;50;N
02;26/05/1999;000196;REPARACION EN TALLER;50;N
01;27/05/1999;000197;REVISION DE MOTOR POR TEMPERATURA;150;N
01;28/05/1999;000200;REPARACION DE COMPRESOR;0;N
01;28/05/1999;000201;REPARACION DE AIRE ACONDICIONADO;50;N
01;25/05/1999;000202;REPARAR INSTALACION CABLES DE ALTERNADOR Y REVISION DE AIRE ACONDICIONADO;253;N
01;28/05/1999;000203;REPARACION DE PULMON;1;N
01;25/05/1999;000204;SUSTITUCION DE HOROMETRO Y REPARACION AIRE ACONDICIONADO;253;N
06;13/01/1999;000024;VALVULAS;275;N
01;02/06/1999;000205;REPARACION DE PEDALES DE FRENOS Y VALVULA;7;N
04;12/04/1999;000127;REPARACION DE FRENOS;150;N
01;01/06/1999;000207;REPARACION DE EMBRAGUE Y CAJA DE CAMBIOS DE TRACTOR.;382;N
01;04/06/1999;000001;SUSTITUCION DE TUBO HIDRAULICO DE MAQUINA;50;N
01;04/06/1999;000208;SUSTITUCION DE TUBO HIDRAULICO DE BOMBA A TANQUE DE HIDRAULICO;50;N
01;07/06/1999;000209;LIMPIEZA DE MAQUINA;253;N
02;07/06/1999;000209;DESMONTAR MOTORES, LIMPIEZA, DESPIECE, RECTIFICADO Y LAPEADO DE CULATAS, TAPAS DISTRIBUIDORAS Y BARRILETES, LAPEADO Y AJUSTE DE PISTONES, MONTAJE AJUSTE Y COLOCACION DE MOTORES;253;N
03;07/06/1999;000209;REVISION DE HIDROSTATICA;253;N
04;07/06/1999;000209;SUSTITUCION DE EMPAQUETADURAS DE EMBOLOS DE ELEVACION Y VOLTEO ;253;N
02;12/05/1999;000191;DESPIECE DE MAQUINA Y DESMONTAR DIRECCION;253;N
05;12/04/1999;000127;CORREGIR SALIDEROS DE ACEITE;150;N
06;12/04/1999;000127;CASQUILLO DE AGUILON;150;N
01;09/06/1999;000210;REPARACION DE FRENOS.;29;N
05;07/06/1999;000209;REPARACION DE CARRO DERECHO;253;N
06;07/06/1999;000209;COLOCACION DE CRISTALES EN CABINA;253;N
01;07/06/1999;000211;ROTOR DE GIRO;275;N
03;12/05/1999;000191;REPARACION DE MANDOS DE CAJA DE VALVULAS;253;N
01;02/06/1999;000212;SUSTITUCION DE RETEN DE CIGUEÑAL;1;N
01;04/06/1999;000213;REVISION DE GENERADOR;1;N
01;10/06/1999;000214;INSTALACION DE CRISTALES;253;N
01;11/06/1999;000215;REPARACION DE TAPAS DE BARRON;7;N
01;14/06/1999;000216;REVISION DE CARDAN;33;N
07;13/01/1999;000024;ROTOR;275;N
02;14/06/1999;000216;REPARACION DE CARNDAN EN TALLER;33;N
02;09/06/1999;000210;REPARACION DE EMOBLOS DE VOLTEO;29;N
01;15/06/1999;000217;COMPROBACION DE HIDROSTATICA;253;N
03;09/06/1999;000210;QUITAR SALIDEROS DE TRANSMISION;29;N
01;16/06/1999;000218;REVISION MAQUINA POR CALENTAMIENTO;29;N
02;15/06/1999;000217;REPARACION EN TALLER  DE CAJA DE CONTROL, CUERPO DE FILTROS Y BOMBA DE HIDROSTATICA;253;N
02;16/06/1999;000218;QUITAR SALIDEROS DE LIQUIDO DE FRENOS;29;N
03;16/06/1999;000218;REPARACION DE RADIADOR;29;N
04;16/06/1999;000218;COLOCACION DE EMPAQUETADURAS A EMBOLOS DE DIRECCION;29;N
05;16/06/1999;000218;TACOS DE MOTOR;29;N
06;16/06/1999;000218;FUGA DE ACEITE POR EL CARTER;29;N
03;15/06/1999;000217;DESMONTAR EN FABRICA MOTORES PARA SU REPARACION EN TALLER Y MONTAJE DE LOS MISMOS EN MAQUINA;253;N
04;15/06/1999;000217;REPARACION DE MOTORES EN TALLER   ;253;N
01;07/06/1999;000220;REPARACION DE CUCHARON;253;N
07;07/06/1999;000209;CAMBIO DE CUCHARON DE LA 973 Nº2 A LA 973 Nº1;253;N
01;22/06/1999;000221;REPARACION GRUPO TRASERO;50;N
02;22/06/1999;000221;REPARACION DE GRUPO EN TALLER;50;N
01;23/06/1999;000222;SUSTITUCION DE TURBO,CAMBIO DE FILTROS DE AIRE;50;N
04;12/05/1999;000191;REPARACION DE VARILLA DE ACELERADOR;253;N
05;12/05/1999;000191;CAMBIO GENERAL DE ACEITE Y FILTROS Y CORREGIR SALIDEROS ;253;N
01;22/06/1999;000223;REPARACION DE INSTALACION DE FAROS;50;N
06;12/05/1999;000191;CONSTRUCCION DE TUBO DE VARILLA DE NIVEL DE ACEITE;253;N
01;25/06/1999;000224;COMPROBACION MAQUINA POR CALENTAMIENTO DE MOTOR;289;N
01;22/06/1999;000225;REPARACION RADIADOR, ENFIRIADOR, BOMBA AGUA.;8;N
01;23/06/1999;000226;REPARACION DE ACUMULADOR;387;N
01;23/06/1999;000227;REVISION DE MARTILLO;412;N
02;23/06/1999;000227;REPARACION DE MARTILLO EN TALLER;412;N
01;24/06/1999;000228;REPARACION DE CAJA VALVULAS, BOMBA Y PISTONES;411;N
02;24/06/1999;000228;REPARACION DE DISTRIBUIDOR DE PINZA.;411;N
01;28/06/1999;000229;QUITAR SALIDERO DE TIC;126;N
01;25/06/1999;000230;DESPLAZAMIENTO A FABRICA PARA REVISION DE MOTOR HIDRAULICO DE REFRIGERADOR DE ACEITE HIDRAULICO;253;N
11;01/01/1999;000001;TRACTOR DE RICARDO BALLESTER;10000;N
02;25/06/1999;000230;REPARACION EN TALLER DE MOTOR HIDRAULICO;253;N
02;27/05/1999;000197;COLOCACION DE RELOJ DE TEMPERATURA;150;N
03;27/05/1999;000197;VALVULA DE FRENO MANO;150;N
04;27/05/1999;000197;RADIADOR;150;N
05;27/05/1999;000197;TORNILLOS COLECTOR DE ESCAPE;150;N
06;27/05/1999;000197;SUSTITUCION DE TUBOS HIDRAULICOS Y TORICAS, PERDIDAS ACEITE DE LOS FILTROS;150;N
07;27/05/1999;000197;REPARACION TUBO DE AGUA;150;N
08;27/05/1999;000197;REPARACION DE CUCHARON;150;N
12;01/01/1999;000001;TRABAJOS LALO SILES, S.A;10000;N
07;12/05/1999;000191;REPARACION DE CERRADURAS Y PUERTAS;253;N
01;25/06/1999;000231;COMPROBACION DE INSTALACION DE SONDA DE NIVEL DE AGUA Y MOTORES DEL SISTEMA DE AIRE ACONDICIONADO;253;N
08;07/06/1999;000209;INSTALACION DE ROTATIVO;253;N
08;12/05/1999;000191;REPARACION PARTE ELECTRICA E INSTALACION ROTATIVO;253;N
01;30/09/1998;000091;ACOPLACION DE SISTEMA HIDRAULICO PARA APERTURA DE MOLINO;1;N
01;02/07/1999;000232;SUSTITUCION RETENES DE BOMBA DE MANIOBRA;253;N
01;01/07/1999;000233;REPARACION DE MARTILLO;7;N
01;28/06/1999;000234;COLOCACION DE BY PASS EN TUBERIA GENERAL DE AGUA;8;N
01;29/06/1999;000235;REVISION DE RODAMIENTOS;1;N
01;02/07/1999;000236;REVISION HIDRAULICOS;1;N
07;12/04/1999;000127;TUBO DE AGUA DE RADIADOR Y COMPRESOR;150;N
13;01/01/1999;000001;CAJA DE VALVULAS DE LADRILLOS PUEBLA;10000;N
02;25/06/1999;000224;ACOPLACION DE PANALES;289;N
01;06/07/1999;000237;REPARACION DE RADIADOR;414;N
02;06/07/1999;000237;REPARACION DE FRENOS;414;N
03;06/07/1999;000237;REPARACION SERVO Y GRUPO;414;N
01;08/07/1999;000238;DESMONTAR CARENAJE Y LIMPIEZA;253;N
01;07/07/1999;000239;REPARACION DE RADIDADOR, COMPRESOR Y ORBITROL DE DIRECCION;50;N
01;08/07/1999;000240;REPARACION DE MOTOR Y TRANSMISION;54;N
02;08/07/1999;000240;CORREGIR SALIDEROS DE GASES DE TURBO;54;N
03;08/07/1999;000240;REPARACION DE EMBOLOS DE DIRECCION;54;N
04;08/07/1999;000240;REPARACION INSTALACION ELECTRICA Y LUCES.;54;N
01;12/07/1999;000241;COLOCACION DE EMPAQUETADURAS;391;N
01;09/07/1999;000242;SUSTITUCION DE CUCHARON DE LA Nº2 POR EL SUYO REPARADO;253;N
01;09/07/1999;000243;REPARACION ENGANCHES Y SOPORTES HIDRAULICOS;50;N
01;14/07/1999;000244;CONSTRUCCION DE CUCHARON;253;S
05;08/07/1999;000240;REPARACION DE CUCHARON;54;N
01;08/07/1999;000245;REPARACION TRACTOR POR CALENTAMIENTO;7;N
01;12/07/1999;000246;REPARACION INSTALACION DE AIRE ACONDICIONADO, LIMPIEZA  DE RADIADOR DE AIRE Y CARGA;253;N
01;15/07/1999;000247;MONTAJE DE EMPAQUETADURAS A VASTAGO NUEVO;150;N
01;15/07/1999;000248;SUSTITUCION DE BOMBA DE GIROS;802;N
02;07/07/1999;000239;REPARACION EN TALLER;50;N
01;14/07/1999;000249;CAMBIO DE BATERIA Y REVISION INSTALACION CONTACTO;50;N
01;14/07/1999;000250;REPARACION DE ALTERNADOR, AVISADOR MARCHA ATRAS Y SUSTITUCION DE BATERIA;50;N
02;08/07/1999;000238;MANDOS DE PALA Y DE DIRECCION;253;N
01;15/07/1999;000251;REVISION EN CANTERA DE MAQUINA;1;N
02;15/07/1999;000251;REPARACION DE CULATA  EN TALLER;1;N
04;06/07/1999;000237;REPARACION ELECTRICA;414;N
01;20/07/1999;000252;REPARACION PERDIDA ACEITE RETEN CIGUEÑAL Y VENTILADOR RADIADOR;253;N
02;20/07/1999;000252;REPARACION EN TALLER DE VENTILADOR DE RADIADOR.;253;N
03;08/07/1999;000238;AGUILON Y CUCHARON;253;N
02;14/07/1999;000250;REPARACION EN TALLER;50;N
01;10/07/1999;000253;CAMBIO DE ACEITE;50;N
01;26/07/1999;000254;CAMBIO DE BOMBA HIDRAULICA Y BATERIA;253;N
01;15/07/1999;000255;REPARACION CIRCUITO ELECTRONICO;253;N
02;12/07/1999;000241;COLOCACION DE EMPAQUETADURAS A DOS BOTELLAS;391;N
01;21/07/1999;000256;SUSITUCIION TUBO HIDRAULICO;7;N
01;19/07/1999;000257;REPARACION CULATA;50;N
01;02/08/1999;000258;REPARACION TUBO HIDRAULICO TIC;7;N
01;30/07/1999;000259;REVISION DE MAQUINA;413;N
02;30/07/1999;000259;REPARACION DE MOTORES EN TALLER;413;N
04;08/07/1999;000238;REPARAR CHASIS PARA PERDIDAS DE ACEITE HIDRAULICO.;253;N
01;02/08/1999;000260;CORREGIR SALIDERO DE ACEITE DE SOPORTE BOMBA INYECTORA;9;N
01;02/08/1999;000261;REPARACION PEDAL DE GIRO;253;N
05;08/07/1999;000238;REPARACION CARRO IZQUIERDO;253;N
06;08/07/1999;000238;TUBERIAS HIDRAULICAS DE PALA;253;N
07;08/07/1999;000238;HIDROSTATICA;253;N
08;08/07/1999;000238;CAMBIO GENERAL DE FILTROS Y ACEITES;253;N
09;08/07/1999;000238;REPARCION DE CABINA;253;N
01;03/08/1999;000262;SUSTITUCION DE BATERIA;253;N
02;08/07/1999;000245;REPARACION DE RADIADOR EN TALLER;7;N
01;05/08/1999;000263;REPARACION DE ACUMULADOR;387;N
01;05/08/1999;000264;DESPLAZAMIENTO A CANTERA PARA REVISION DE MARTILLO;1;N
02;15/07/1999;000248;CAMBIAR RODODAMIENTOS Y RETENES DE CAÑONERA DE PIÑON DE ATAQUE;802;N
03;15/07/1999;000248;CORREGIR SALIDEROS DE TURBO Y TUBOS DE GASOIL;802;N
10;08/07/1999;000238;MOTORES DE TRASLACION;253;N
02;19/07/1999;000257;REPARACION EN TALLER;50;N
03;19/07/1999;000257;INSTALACION DE INDICADOR DE TEMPERATURA;50;N
01;10/08/1999;000267;COLOCACION DE ESPARRAGO PARTIDO Y CARGA DE ACUMULADOR;357;N
02;05/08/1999;000264;COLOCACION DE MEMBRANA EN TALLER;1;N
11;08/07/1999;000238;INSTALACION ELECTRICA;253;N
01;12/08/1999;000268;REPARACION DE CARRETES DE GRADA ;20;N
01;12/08/1999;000269;SUSTITUCION DE TUBO HIDRAULICO;50;N
02;12/08/1999;000268;REPARACION  GATO;20;N
01;12/08/1999;000270;COMPROBACION MOTORES AIRE ACONDICIONADO;253;N
01;19/08/1999;000271;SALIDEROS ACEITE;398;N
01;17/08/1999;000272;MONTAJE LINEA ALTA PRESION;8;N
01;20/08/1999;000274;MONTAJE DE CRITAL LATERAL Y POSTERIOR;50;N
03;08/07/1999;000245;DESMONTAR INTERCOOLER PARA REPARACION EN TALLER.;7;N
01;23/08/1999;000275;SUSTITUCION DE TUBO HIDRAULICO DE BOMBA A TANQUE;50;N
01;24/08/1999;000276;ROTURA DE ESPARRAGOS DE COLECTOR DE ESCAPE;253;N
06;08/07/1999;000240;CAMBIO GENERAL DE ACEITES Y FILTROS;54;N
07;08/07/1999;000240;REPARACION OLVITROL;54;N
08;03/06/1999;000240;REDUCTORES TRASEROS Y DELANTEROS;54;N
09;08/07/1999;000240;HOLGURA EN LOS PISTONES DE RETRO Y AGUILON;54;N
10;03/06/1999;000240;REPARACION DE ACELERADOR DE MANO;54;N
02;12/08/1999;000270;ADAPTACION DE SOPORTES;253;N
02;02/08/1999;000260;SALIDERO DE AGUA POR BOMBA.;9;N
08;12/04/1999;000127;BOMBA INYECTORA, COMPROBACION EN BANCO, DESPIECE, LIMPIEZA, COLOCAR KIT DE JUNTAS, 6 VALVULAS ENTREGA, AJUTE Y REGULACION. COMPROBACION INYECTORES Y SUSTITUCION BOMBA TRANSFERENCIA Y BOMBIN.;150;N
01;27/08/1999;000277;SUSTITUCION DE BATERIA;253;N
01;27/08/1999;000278;SUSTITUCION DE VALVULA DE CALDERIN DE AIRE;33;N
01;27/08/1999;000279;REPARACION DE SERVOTRANSMISION Y CONVERTIDOR.;1;N
02;20/08/1999;000274;MONTAJE DE CERRADURA COMPLETA;50;N
01;23/08/1999;000280;SUSTITUCION DE CILINDRO DE ELEVACION;7;N
01;26/08/1999;000281;REVISION DE MOTOR POR TEMPERATURA;151;N
01;24/08/1999;000283;REPARACION DE FUGA DE AIRE ACONDICIONADO;50;N
01;03/09/1999;000284;VALVULA FRENO MANO;387;N
02;03/09/1999;000284;REPARACION DE COMPRESOR;387;N
03;03/09/1999;000284;PERDIDA ACEITE DE SERVO PARTE ARRIBA;387;N
04;03/09/1999;000284;CAMBIO BULONES PALA , BOTELLA ELEVACION PARTE BAJA Y TORNILLO ELEVACION IZQUIERDA ;387;N
05;03/09/1999;000284;BOTELLA  DIRECCION IZQUIERDA;387;N
06;03/09/1999;000284;ASIENTO PARTIDO , SOPORTE DE COGIDAS DE TANQUE;387;N
07;03/09/1999;000284;FRENO RUEDAS TRACERAS Y DELANTERAS;387;N
08;03/09/1999;000284;BOTELLA VOLTEO IZQUIERDA EMPAQUETADURAS;387;N
01;03/09/1999;000285;VIGA DE CHASIS PARTIDA;387;N
02;03/09/1999;000285;FRENO DE MANO;387;N
03;03/09/1999;000285;ARTICULACION CENTRAL;387;N
01;06/09/1999;000286;TUBO VALVULA DE BLOQUEO;7;N
01;06/09/1999;000287;REVISION DE CARANAJES DE MAQUINA;9;N
02;06/09/1999;000287;CAMBIO DE ACEITES , FILTROS Y ENGRASE;9;N
03;06/09/1999;000287;REPARACION DE EMBOLOS DE DIRECCION Y LIMPIEZA DE MAQUINA;9;N
01;13/09/1999;000289;COLOCACION DE TUBERIAS DE EMBOLO;126;N
01;13/09/1999;000290;REPARACION DE BOMBA DE AGUA;387;N
02;13/09/1999;000290;REPARACION EN TALLER;387;N
01;13/09/1999;000291;REPARACION DE ORBITROL;20;N
04;06/09/1999;000287;`PROCTECCION DE RADIADOR;9;N
01;07/09/1999;000292;REPARACION DE LED DE CONTROL DE FRENO;151;N
01;07/09/1999;000293;REPARACION CENTRAL HIDRAULICA;1;N
01;07/09/1999;000294;REVISION MARTILLO;1;N
01;08/09/1999;000295;ACOPLACION DE PINZA HIDRAULICA;33;N
01;12/09/1999;000296;SUSTITUCION DE CRISTALES ROTOS;253;N
01;15/09/1999;000297;SUSTITUCION DE TURBO;253;N
01;16/09/1999;000298;REPARACION DEPOSITO GASOIL POR GOLPE EN EL MISMO.;253;N
02;24/08/1999;000283;TRABAJO EN TALLER;50;N
01;31/08/1999;000299;REPARACION DE MOTOR DE ARRANQUE;50;N
01;03/09/1999;000300;SUSTITUCION DE TERMICO;253;N
01;22/09/1999;000301;QUITAR SALIDERO DE TUBOS DE FRENOS;253;N
01;23/09/1999;000302;SUSTITUCION DE CARDAN;50;N
12;08/07/1999;000238;QUITAR SALIDERO DEPOSITO DE GASOIL ;253;N
01;24/08/1999;000303;SUSTITUCION DE TUBO HIDRAULICO;253;N
01;22/09/1999;000304;REPARAR SALIDERO DE TUBO DE HIDRAULICO DE BOMBA PRINCIPAL Y  CAJA DE VALVULAS.;253;N
01;16/09/1999;000305;COLOCACION CRISTALES ROTOS;253;N
01;27/09/1999;000306;LIMPIEZA DE VALVULA Y COMPROBACION FILTROS;253;N
01;28/09/1999;000307;CAMBIO DE ACEITE HIDRAULICO Y COLOCACION JUNTAS TUBO ELEVACION;253;N
01;27/09/1999;000308;SUSTITUCION DE JUNTA DE PUERTAS DE CABINA POR JUNTA DE SILICONA;253;N
01;27/09/1999;000309;CORREGIR PERDIDA DE AGUA Y CORREA DE AIRE;50;N
01;29/09/1999;000310;REPARA PUERTAS Y ASIENTOS, BOMBA FRANOS, CABLE ESTRANGULADOR;50;N
02;29/09/1999;000310;REPARACION EN TALLER DE PUERTAS Y ASIENTOS.;50;N
02;27/09/1999;000306;SUSTITUCION DE BOMBA HIDRAULICO PRINCIPAL;253;N
01;04/10/1999;000311;REPARACION VARILLA NIVEL SERVO;7;N
01;24/09/1999;000312;SUSTITUCION DE TUBOS HIDRAULICOS;7;N
01;30/09/1999;000313;CONSTRUCCION DE PROTECCION TUBO BULDOZER;7;N
03;27/09/1999;000306;REPARACION ELECTRICA;253;N
01;04/10/1999;000314;SUSTITUCION DE BATERIAS, REGULADOR Y REPARAR CABLES ;50;N
02;27/09/1999;000309;CAMBIO GENERAL DE FILTROS Y ACEITES;50;N
01;05/10/1999;000315;REPARACION DE TUBO DE BOMBA DE DIRECCION Y BOMBA.;253;N
01;06/10/1999;000316;REPARACION DE BOMBA DE MANIOBRA;253;N
02;06/10/1999;000316;REPRACION EN TALLER;253;N
02;28/09/1999;000307;NUEVO CAMBIO DE ACEITE Y FILTROS DE HIDRAULICO;253;N
01;06/10/1999;000317;REPARACION VALVULA DE BOMBA HIDRAULICA Y PISTON;410;N
01;08/10/1999;000318;SUSTITUCION DE PERNOS ROTOS;253;N
02;05/10/1999;000315;REPARACION DE BOMBA EN TALLER;253;N
01;13/10/1999;000319;REPARACION CERRADURAS DE PUERTAS;253;N
01;13/10/1999;000320;BLOQUEO DE FRENOS;253;N
01;13/10/1999;000321;GRADUACION VALVULA NEUTRALIZADORA;7;N
02;13/10/1999;000319;REPARACION DE TUBO HIDRAULICO DE ENFRIADOR.;253;N
01;14/10/1999;000322;SUSTITUCION DE CRISTAL DELATERO ROTO;253;N
01;15/10/1999;000323;REPARACION DE BUJES DE RUEDAS DELANTERAS.;20;N
01;15/10/1999;000324;DESCALSIFICADOR;17;N
01;15/10/1999;000325;VALVULA DE SENSIBILIDAD;80;N
01;18/10/1999;000326;REVISION DE RUEDA GUIA;413;N
01;18/10/1999;000327;SUSTITUCION DE BOMBA DE MANIOBRA;253;N
01;18/10/1999;000328;REPARACION PEDAL DE DESCOMPRESION DE RETRO;10;N
01;19/10/1999;000329;SUSTITUCION DE BARRAS PARTIDAS ;7;N
02;18/10/1999;000326;REPARACION EN TALLER DE RUEDA GUIA;413;N
01;20/10/1999;000330;ACOPLACION DE ESPEJOS RETROVISORES;50;N
01;18/10/1999;000331;COMPROBACION DE HIDRAULICOS DE MARTILLO DE LA RETRO GURIA;28;N
02;18/10/1999;000331;COMPROBACION Y REGULACION DE HIDRAULICOS DE F-L/14;28;N
01;02/03/1999;000332;INSTALACION DE CENTRAL DE ENGRASE AUTOMATICA DE MARTILLO INCLUIDOS COMPONETES Y MANO DE OBRA.;289;S
01;21/10/1999;000334;REPARACION DE VARILLA DE PALANCA DE VOLTEO ;33;N
01;25/10/1999;000335;REPARACION DE ACUMULADOR;387;N
01;25/10/1999;000336;REPARACION DE NIVELADORES;17;N
02;20/10/1999;000330;ACOPLACION DE ESCOBILLAS LIMPIA PARABRISAS;50;N
01;28/10/1999;000337;RODAJE;253;S
02;28/10/1999;000337;FUGAS DE CILINDRO DE INCLINACION DERECHO POR EMPAQUETADURAS;253;S
03;28/10/1999;000337;CAMBIO DE DISTRIBUIDOR COMPLETO Y CAJA DE MANIOBRA HIDRAULCA;253;S
04;28/10/1999;000337;FUGA DE ACEITE POR LA VALVULA EXPANSORA DEL TANQUE HIDRAULICO.;253;S
05;28/10/1999;000337;LA CAJA HIDROSTATICA FUGAS INTERNAS.;253;S
06;27/10/1999;000337;FUGAS DE ACEITE DE MOTOR POR LA TAPA DE BALANCINES Y CUELLO DE CIGUEÑAL;253;S
07;27/10/1999;000337;MODIFICACION DE AIRE ACONDICIONADO IGUAL A LA Nº1;253;S
08;28/10/1999;000337;ROTURA CRISTALES POR GOLPE EN LA PARTE ALTA DE LA CABINA;253;S
09;28/10/1999;000337;REPARACION DE PUERTAS DE CABINA, COMPUERTAS DE MOTOR Y TRANSMISION.;253;S
10;28/10/1999;000337;SUSTITUCION DE FAROS ROTOS POR GOLPE EN CABINA.;253;S
01;30/10/1999;000338;REPARACION DE CONTROL AUTOMATICO;253;N
01;02/11/1999;000339;REVISION DE FUGA DE ACEITE;146;N
11;27/10/1999;000337;REPARACION DE RADIADOR DE HIDROSTATICA;253;N
01;29/10/1999;000340;REPARACION DE AVISADOR DE MARCHA ATRAS;50;N
01;03/11/1999;000341;REVISION Y TRASLADO DE VEHICULO A LA I.T.V.;50;N
01;04/11/1999;000342;REPARACION CARRETILLA;410;N
01;08/11/1999;000344;REPARACION DE TUBOS DE AGUA;253;N
01;08/11/1999;000345;SUSTITUCION TERMOSTATO CALENTADOR;253;N
02;14/07/1999;000244;A PETICION DEL SR. UTRERA, REFUERZO EN CUCHARON ;253;N
12;27/10/1999;000337;REPARACION BOMBA HIDRAULICO PRINCIPAL;253;N
01;09/11/1999;000346;SUSTITUCION DE SILENCIOSO DE ESCAPE Y TAZA DE PURIFICADOR.;253;N
01;09/11/1999;000347;REPARACION DE MOTOR SEGUN PRESUPUESTO;33;N
03;14/07/1999;000244;MONTAJE DE  TAPAS Y BULONES DE CUCHARON;253;N
13;27/10/1999;000337;SUSTITUCION DE TUBO DE ESCAPE;253;N
01;15/11/1999;000349;REPARACION DE BLOQUEO DE FRENO MANO;9;N
01;10/11/1999;000350;REVISAR AGUILON DE PALA Y CILINDROS DE ELEVACION;50;N
01;10/11/1999;000351;REGULACION DE GENERADOR;2;N
01;12/11/1999;000352;SUSTITUCION DE BOMBA DE CENTRAL HIDRAULICA;2;N
01;15/11/1999;000353;REVISION DE PEDAL DE GIRO;253;N
14;27/10/1999;000337;SUSTITUCION DE SILENTBLOCKS DE CABINA ;253;N
01;17/11/1999;000354;REPARACION DE INYECTOR;50;N
02;10/11/1999;000350;REPARACION EN TALLER DE CUCHARON, BOTELLAS Y BALANCIN;50;N
01;18/11/1999;000355;REPARACION DE AGUILON;33;N
02;17/11/1999;000354;REPARACION DE INYEDTOR EN TALLER;50;N
