DOCFEC;DOCSER;DOCNUM;CODTER;DTOCAB;FORPAG;BASEBAS;IMPTBAS;RECBAS;FECORD;NUMORD;CODMAQ;FECENT;OBSERV;MARCAD;PORTES;PORFIN;RFDPP;ALBSER;ALBNUM;DESHOR;PREHOR;NUMKM;PREKM;DIETENT
01/12/2008;81;000056;1047;0;3;1073,92;171,83;0;;;DL 400;;3187 0806 96 2352751826 DEVOLVER PRESUPUESTO ACEPTADO Y JUSTIFICANTE DE TRANSFERENCIA.;;0;0;0;;;7;27;600;0,36;16
05/12/2008;81;000057;0;0;0;569,7;91,15;0;;;;;3187 0806 96 2352751826 DEVOLVER PRESUPUESTO ACEPTADO Y JUSTIFICANTE DE TRANSFERENCIA.;;25;0;0;;;0;0;0;0;0
09/12/2008;81;000058;57;0;11;2709,62;433,54;0;;;924 LITRONIC;;PLAZO DE ENTREGA  1 SEMANA  A/A ANTONIO  MARTIN JIMENEZ;;0;0;0;;;0;0;0;0;0
11/12/2008;81;000059;00;0;3;172,29;27,57;0;;;;;PORTES PAGADOS.
PLAZO DE ENTREGA 24 HORAS SALVO VENTA;;0;0;0;;;0;0;0;0;0
14/01/2009;91;000001;344;0;45;1863;298,08;0;;;DRAGALINA Nº 2;;;;0;0;0;;;0;0;0;0;0
21/01/2009;91;000002;983;0;1;4256,7;681,07;0;;;DRESSER 560 B;;EL PLAZO DE ENTREGA DEL MATERIAL ES DE 3 SEMANAS;;0;0;0;;;0;0;0;0;0
21/01/2009;91;000003;932;0;13;3460,56;553,69;0;;;IT 28 CAT;;PLAZO DE ENTREGA : 5 Ó 6 DIAS. EL PRESUPUESTO ES APROXIMADO. LOS PORTES DE GONDOLA NO INCLUIDOS Y PARA LA REPARACION DE CILINDROS AVISAR CON TIEMPO;;0;0;0;;;0;0;0;0;0
29/01/2009;91;000004;932;0;13;685,08;109,61;0;;;DP 30;;A/A PACO / ANTONIO;;0;0;0;;;1;30;0;0;0
29/01/2009;91;000005;932;0;13;685,08;109,61;0;;;DP 40;;A/A PACO / ANTONIO;;0;0;0;;;1;30;0;0;0
06/02/2009;91;000006;1013;0;41;719,2;115,07;0;;;;;;;0;0;0;;;0;0;0;0;0
09/02/2009;91;000007;00;0;1;5720,5;915,28;0;;;;;PLAZO DE ENTREGA 7 DIAS.
PAGO AL EFECTUAR EL PEDIDO;;0;0;0;;;0;0;0;0;0
12/02/2009;91;000008;1080;0;52;4555,29;728,85;0;;;;;PLAZO DE ENTREGA 7/10 DIAS.
REPUESTO ORIGINAL.
PORTES PAGADOS;;0;0;0;;;0;0;0;0;0
16/02/2009;91;000009;58;0;2;1696;271,36;0;;;A25C 6575;;;;450;0;0;;;1;234;0;0;32
17/02/2009;91;000010;1017;0;3;150,9;24,14;0;;;;;PAGO AL EFECTUAR EL PEDIDO POR TRANSF.
PLAZO DE ENTREGA 9/10 DIAS.;;0;0;0;;;0;0;0;0;0
26/02/2009;91;000011;402;0;45;12360,15;1977,62;0;;;CAT 953 C;;EN EL PRECIO VA INCLUIDO LAS TEJAS MONTADA EN MALLAS MATERIAL BERCO PLAZO DE ENTREGA DEL MATERIAL 10 A 15 DIAS. ESTE PRESUPUESTO ES APROXINADO TRAER LA MAQUINA HA NUESTRA INSTALACIONES;;240;0;0;;;0;0;0;0;0
26/02/2009;91;000012;402;0;45;9728,43;1556,55;0;;;CAT 953 C;;EN EL PRECIO VA INCLUIDO LAS TEJAS MONTADA EN MALLAS MATERIAL COREANO PLAZO DE ENTREGA DEL MATERIAL ES 10 A 15 DIAS.ESTE PRESUPUESTO ES APROXIMADO TRAER LA MAQUINA HA NUESTRA INSTALACIONES;;240;0;0;;;0;0;0;0;0
27/02/2009;91;000013;1082;0;0;131,95;21,11;0;;;;;PLAZO ENTREGA 1/2 DIAS.
PORTES DEBIDOS.
PAGO AL HACER EL PEDIDO.;;35,56;0;0;;;0;0;0;0;0
05/03/2009;91;000014;00;0;3;300,78;48,12;0;;;;;MATERIAL EN NUESTRAS INSTALACIONES.
PAGO AL EFECTUAR EL PEDIDO.
PLAZO DE ENTREGA 15 DIAS.;;0;0;0;;;0;0;0;0;0
05/03/2009;91;000015;1080;0;52;369,98;59,2;0;;;;;PORTES PAGADOS.
PLAZO DE ENTREGA 4/5 DIAS.;;0;0;0;;;0;0;0;0;0
09/03/2009;91;000016;58;0;2;3700;592;0;;;A25C 6575;;PRESUPUESTO  APROXIMADO. EL CAMION SE REPARARIA EN  NUESTRA INSTALACIONES , PORTE GONDOLA IDA Y VUELTA  ESTA INCLUIDO EN EL PRESUPUESTO;;900;0;0;;;0;0;0;0;0
09/03/2009;91;000017;58;0;2;2232;357,12;0;;;A25C 6575;;ESTE PRESUPUESTO ES APROXIMADO INCLUYE PORTE DE CAMION GRUA PARA SACAR Y LLEVAR CAJA CAMBIO;;300;0;0;;;0;0;2;234;64
10/03/2009;91;000018;253;0;3;800;128;0;;;Nº1 980 G;;;;0;0;0;;;0;0;0;0;0
11/03/2009;91;000019;1080;0;52;3360;537,6;0;;;;;PORTES PAGADOS.
PLAZO DE ENTREGA 8-10 DIAS;;0;0;0;;;0;0;0;0;0
13/03/2009;91;000020;1077;0;47;40223,28;6435,72;0;;;A40;;MATERIAL EN NUESTRAS INSTALACIONES.
PLAZO DE ENTREGA 8-10 DIAS.;;0;0;0;;;0;0;0;0;0
13/03/2009;91;000021;1077;0;47;25247,16;4039,55;0;;;A40;;MATERIAL EN NUESTROS INSTALACIONES.
PLAZO DE ENTREGA 8-10 DIAS.
CORE NO INCLUIDO.;;0;0;0;;;0;0;0;0;0
13/03/2009;91;000022;1077;0;47;8668,14;1386,9;0;;;A40;;PORTES PAGADOS.
PLAZO DE ENTREGA 8-10 DIAS.
;;0;0;0;;;0;0;0;0;0
16/03/2009;91;000023;50;0;45;1124,73;179,96;0;;;980 G;;;;0;0;0;;;0;0;208;0,36;0
17/03/2009;91;000024;343;0;45;6330;1012,8;0;;;L 70 D (LINEA);;PRESUPUESTO ES APROXIMADO LA PARADA DE MAQUINA ES 1 DIA;;0;0;0;;;1;441;0;0;32
17/03/2009;91;000025;343;0;45;2600,3;416,05;0;;;L 70 D (LINEA);;PREUSUPUESTO ES APROXIMADO LA PARADA DE MAQUINA SERIA DE 4 DIAS ;;0;0;0;;;0;0;0;0;0
19/03/2009;91;000026;344;0;45;4971,25;795,4;0;;;DRAGALINA Nº 2;;EL PRESUPUESTO ES APROXIMADO , PLAZO DE ENTREGA DEL MATERIAL 3 DIAS , MANDAR PRESUPUESTO FIRMADO;;0;0;0;;;0;0;0;0;0
20/03/2009;91;000027;1091;0;53;10937,5;1750;0;;;A40D;;En este presupuesto no está incluido el transporte de la transmisión, la colación de la misma en el camión, así como los aceites ni el convertdor.Rogamos nos manden firmado y sellado el presente presupuesto como confirmación al mismo. Plazo de entrega de piezas 8 dias. 6 MESES DE GARANTIA PIEZAS Y MANO DE OBRA

;;135;0;0;;;0;0;0;0;0
20/03/2009;91;000028;1080;0;52;5937,23;949,96;0;;;;;PLAZO DE ENTREGA 10 DIAS.
PORTES PAGADOS.
;;0;0;0;;;0;0;0;0;0
23/03/2009;91;000029;50;0;45;697,72;111,64;0;;;980 G Nº3;;;;0;0;0;;;0;0;104;0,36;32
25/03/2009;91;000030;1080;0;52;8637,13;1381,94;0;;;;;PORTES PAGADOS.
PLAZO DE ENTREGA 8-10 DIAS.;;0;0;0;;;0;0;0;0;0
25/03/2009;91;000031;1080;0;52;5143,66;822,99;0;;;;;PORTES PAGADOS.
PLAZO DE ENTREGA 10-12 DIAS;;0;0;0;;;0;0;0;0;0
25/03/2009;91;000032;58;0;2;3802,82;608,45;0;;;A25C 6575;;PRESUPUESTO ES APROXIMADO , MATERIAL ORIGINAL PLAZO DE ENTREGA 8 DIAS;;70,8;0;0;;;0;0;0;0;0
25/03/2009;91;000033;58;0;2;2720,25;435,24;0;;;A25C 6575;;PRESUPUESTO ES APROXIMADO , MATERIAL ALTERNATIVO GARANTIZADO , PLAZO DE ENTREGA 3 DIAS;;45;0;0;;;0;0;0;0;0
25/03/2009;91;000034;58;0;2;2563,92;410,23;0;;;150E;;PLAZO DE ENTREGA 7-8 DIAS;;0;0;0;;;1;150;0;0;0
25/03/2009;91;000035;58;0;2;2075,57;332,09;0;;;150E;;PLAZO DE ENTREGA 7-8 DIAS;;0;0;0;;;1;150;0;0;0
25/03/2009;91;000036;1091;0;53;1111,44;177,83;0;;;;;PLAZO DE ENTREGA 8-10 DIAS.;;0;0;0;;;0;0;0;0;0
26/03/2009;91;000037;277;0;0;6187,5;990;0;;;;;;;0;0;0;;;0;0;0;0;0
26/03/2009;91;000040;50;0;45;5978,88;956,62;0;;;980 G Nº2;;;;460;0;0;;;0;0;208;0,36;64
27/03/2009;91;000041;1082;0;3;2446,95;391,51;0;;;;;PLAZO DE ENTREGA 24/48 HORAS ANTES DE LAS 13:20 HORAS;;550;0;0;;;0;0;0;0;0
27/03/2009;91;000042;1022;0;40;952,99;152,48;0;;;;;PLAZO DE ENTREGA 24 HORAS;;0;0;0;;;0;0;0;0;0
30/03/2009;91;000043;1091;0;53;23866;3818,56;0;;;;;PLAZO DE ENTREGA 2/3 SEMANAS.
PORTES PAGADOS;;0;0;0;;;0;0;0;0;0
30/03/2009;91;000044;1091;0;53;4098;655,68;0;;;;;MATERIAL EN STOCK.
PORTES PAGADOS.;;0;0;0;;;0;0;0;0;0
30/03/2009;91;000045;1091;0;53;5190;830,4;0;;;WA500-3;;PLAZO ENTREGA 8-10 DIAS.
PORTES PAGADOS.;;0;0;0;;;0;0;0;0;0
31/03/2009;91;000046;1047;0;3;3162,84;506,05;0;;;DL 400;;3187 0806 96 2352751826 DEVOLVER PRESUPUESTO ACEPTADO Y JUSTIFICANTE DE TRANSFERENCIA.PRESUPUESTO DE MATERIAL MANO DEOBRA NO INCLUIDA
PLAZO RECEPCION INYECTORES 7 DIAS;;0;0;0;;;7;27;600;0,36;16
31/03/2009;91;000047;50;0;45;525,36;84,06;0;;;966;;;;0;0;0;;;0;0;104;0,36;16
31/03/2009;91;000048;50;0;45;420,31;67,25;0;;;VOL;;;;0;0;0;;;0;0;104;0,36;16
01/04/2009;91;000049;50;0;45;791,88;126,7;0;;;980 G Nº3;;;;0;0;0;;;0;0;104;0,36;16
02/04/2009;91;000050;819;0;42;168;26,88;0;;;PRENSA MAXI;;EL IMPORTE DE LA MANO DE OBRA TIENE VALIDEZ SIEMPRE Y CUANDO LOS BULONES SALGAN SIN PROBLEMAS, EL ACEITE HIDRAULICO NO ESTA INCLUIDO.;;0;0;0;;;0;0;0;0;0
02/04/2009;91;000051;1091;0;53;962,5;154;0;;;;;;;0;0;0;;;0;0;0;0;0
03/04/2009;91;000052;1091;0;53;1000,84;160,13;0;;;;;MATERIAL ORIGINAL.
PLAZO DE ENTREGA 4-5 DIAS.;;0;0;0;;;0;0;0;0;0
03/04/2009;91;000053;1077;0;47;2963,24;474,12;0;;;;;PLAZO DE ENTREGA 8-9 DIAS.
MATERIAL ORIGINAL.;;0;0;0;;;0;0;0;0;0
03/04/2009;91;000054;00;0;50;6900,45;1104,07;0;;;;;PLAZO DE ENTREGA 4 DIAS.;;0;0;0;;;0;0;0;0;0
03/04/2009;91;000055;00;0;1;2480,99;396,96;0;;;;;PLAZO DE ENTREGA 2-3 SEMANAS;;0;0;0;;;0;0;0;0;0
03/04/2009;91;000056;1098;0;3;4493,6;718,98;0;;;PC 750 SE6K;;EL PRECIO DE LA MANO DE OBRA NO ESTA INCLUIDA EN EL MISMO DEBIDO A QUE NO CONOCEMOS EL ESTADO DEL MOTOR NI LA MAQUINA PARA SU CORRECTA VALORACION. FORMA PAGO ANTICIPADA ;;0;0;0;;;9;26;360;0,36;32
06/04/2009;91;000057;1091;0;53;573,16;91,71;0;;;;;MATERIAL ORIGINAL.
PLAZO DE ENTREGA 4-5 DIAS.;;0;0;0;;;0;0;0;0;0
06/04/2009;91;000058;1091;0;53;3675,68;588,11;0;;;;;PLAZO DE ENTREGA 7-8 DIAS;;0;0;0;;;0;0;0;0;0
06/04/2009;91;000059;277;0;0;573,27;91,72;0;;;;;;;0;0;0;;;0;0;0;0;0
06/04/2009;91;000060;1091;0;53;3780,68;604,91;0;;;;;PLAZO DE ENTREGA 4-5 DIAS;;0;0;0;;;0;0;0;0;0
06/04/2009;91;000061;1091;0;53;3695,06;591,21;0;;;;;PLAZO DE ENTREGA 4-5 DIAS INTERCAMBIO.
8-10 DIAS NUEVA;;0;0;0;;;0;0;0;0;0
06/04/2009;91;000062;50;0;45;702,62;112,42;0;;;966;;;;0;0;0;;;0;0;104;0,36;32
08/04/2009;91;000063;00;0;3;3914,01;626,24;0;;;;;PLAZO DE ENTREGA 4-5 DIAS.
MATERIAL ORIGINAL.
;;0;0;0;;;0;0;0;0;0
14/04/2009;91;000064;1091;0;53;8768,96;1403,03;0;;;A40D;;PLAZO DE ENTREGA 7 DIAS, PIDIENDOLO ANTES DE LAS 15:00 HORAS. ;;0;0;0;;;0;0;0;0;0
13/04/2009;91;000065;50;0;45;205,44;32,87;0;;;980 G Nº3;;;;0;0;0;;;0;0;104;0,36;0
14/04/2009;91;000066;50;0;45;798,19;127,71;0;;;966;;;;0;0;0;;;0;0;104;0,33;32
21/04/2009;91;000067;1093;0;53;4655,11;744,82;0;;;;;PLAZO DE ENTREGA 21-25 DIAS.
MATERIAL ORIGINAL.;;0;0;0;;;0;0;0;0;0
21/04/2009;91;000068;1047;0;3;1694,13;271,06;0;;;DL 400;; 3187-0806-96-2352751826-;;0;0;0;;;0;0;2;421;0
22/04/2009;91;000069;1077;0;47;5133,99;821,44;0;;;;;PLAZO DE ENTREGA 8-9 DIAS.
MATERIAL ORIGINAL;;0;0;0;;;0;0;0;0;0
21/04/2009;91;000070;50;0;45;1121,3;179,41;0;;;980 G Nº3;;;;0;0;0;;;0;0;208;0,36;32
22/04/2009;91;000071;50;0;45;773,42;123,75;0;;;980 G Nº3;;;;0;0;0;;;0;0;104;0,36;32
23/04/2009;91;000072;1091;0;53;1912,22;305,96;0;;;;;MATERIAL ORIGINAL.
PLAZO DE ENTREGA 6-7 DIAS.;;0;0;0;;;0;0;0;0;0
23/04/2009;91;000073;210;0;40;6187,34;989,97;0;;;;;PLAZO DE ENTREGA 7 DIAS.;;0;0;0;;;0;0;0;0;0
23/04/2009;91;000074;50;0;45;550,38;88,06;0;;;980 G Nº2;;;;0;0;0;;;0;0;104;0,36;0
29/04/2009;91;000075;932;0;13;3669,55;587,13;0;;;IT 28 CAT;;ESTE PRESUPUESTO ES APROXIMADO , NO ESTA INCLUIDO EN EL PRESUPUESTO EL RECTIFICADO Y RELLENADO DE LAS MAZAS , LA REPARACION SE REALIZARA EN NUESTRA INSTALACIONES . PORTES INCLUIDOS;;360;0;0;;;0;0;0;0;0
30/04/2009;91;000076;1110;0;1;10481,41;1677,03;0;;;WA 500-3H;;;;0;0;0;;;2;152;0;0;64
24/04/2009;91;000077;50;0;45;1082,4;173,18;0;;;966;;;;0;0;0;;;0;0;104;0,36;32
30/04/2009;91;000078;50;0;45;305,44;48,87;0;;;980 G Nº2;;;;0;0;0;;;0;0;104;0,36;16
04/05/2009;91;000079;1091;0;53;3180;508,8;0;;;PC-750;;PRESUPUESTO APROXIMADO EN SUS INSTALACIONES CON MATERIAL Y SERVICIO GRUA DE SU PROPIEDAD;;0;0;0;;;1;140;4;220;144
05/05/2009;91;000080;932;0;13;3689,8;590,37;0;;;L 70 E;;PLAZO DE ENTREGA 4 DIAS , HEMOS REALIZADO GESTIONES POR EL FABRICANTE DEL TACO DE VALVULA Y NOS HAN COMUNICADO QUE  ESTA PROTEGIDO POR VOLVO;;0;0;0;;;0;0;0;0;0
06/05/2009;91;000081;344;0;45;502,92;80,47;0;;;L 180 E;;;;0;0;0;;;0;0;0;0;0
06/05/2009;91;000082;344;0;45;1180,34;188,85;0;;;A35D;;;;0;0;0;;;0;0;0;0;0
07/05/2009;91;000083;1083;0;3;581,31;93,01;0;;;BIVALVA;;CAJA RURAL DEL SUR nºc.c. 3187-0806-96-2352751826 ;;0;0;0;;;0;0;0;0;0
08/05/2009;91;000084;253;0;3;19500;3120;0;;;Nº1 980 G;;PLAZO DE ENTREGA MATERIAL 7 DIAS EN FABRICA , SI DESPUES DEL MONTAJE HUBIESE  DAÑOS OCASIONADOS EN BOMBAS U OTROS ACCESORIOS SE PRESUPUESTARAN APARTE;;280;0;0;;;5;76,44;0;0;90
08/05/2009;91;000085;00;0;40;207,41;33,19;0;;;;;MATERIAL ORIGINAL. PRECIO EN NUESTRAS INSTALACIONES. PLAZO DE ENTREGA 7/8 DIAS.;;0;0;0;;;0;0;0;0;0
08/05/2009;91;000086;932;0;13;220;35,2;0;;;L 70 E;;;;0;0;0;;;1;90;0;0;0
04/05/2009;91;000087;50;0;45;550,89;88,14;0;;;980 G Nº2;;;;0;0;0;;;0;0;104;0,36;32
05/05/2009;91;000088;50;0;45;559,74;89,56;0;;;980 G Nº3;;;;0;0;0;;;0;0;104;0,36;32
12/05/2009;91;000089;1091;0;53;963,21;154,11;0;;;;;MATERIAL ORIGINAL. PLAZO ENTREGA 20 DIAS.;;0;0;0;;;0;0;0;0;0
11/05/2009;91;000090;253;0;3;10000;1600;0;;;Nº1 980 G;;PLAZO ENTREGA MATERIAL 7 DIAS EN FABRICA. NO ESTA INCLUIDO EN EL PRESUPUESTO SI UNA VEZ MONTADO HUBIESE DAÑOS EN BOMBAS, VALVULAS O TUBERIAS PRODUCIDAS POR CONTAMINACION.;;271,59;0;0;;;5;76,44;0;0;90
11/05/2009;91;000091;253;0;3;15199,53;2431,92;0;;;Nº1 980 G;;PLAZO ENTREGA MATERIAL 7 DIAS EN FABRICA, SI DESPUES DEL MONTAJE HUBIESE ALGUN DAÑO OCASIONADO EN BOMBAS U OTROS ACCESORIOS SE PASARIA UN PRESUPUESTO;;280;0;0;;;0;0;5;76,44;90
11/05/2009;91;000092;253;0;3;13493,45;2158,95;0;;;Nº1 980 G;;PLAZO DE ENTREGA MATERIAL 7 DIAS EN FABRICA, SI DESPUES DEL MONTAJE HUBIESE ALGUN DAÑO OCASIONADO EN BOMBAS U OTROS ACCESORIOS SE PASARIA UN PRESUPUESTO;;280;0;0;;;0;0;5;76,44;90
11/05/2009;91;000093;253;0;3;9640,98;1542,56;0;;;Nº1 980 G;;PLAZO ENTREGA MATERIAL 7 DIAS EN FABRICA, SI DESPUES DEL MONTAJE HUBIESE ALGUN DAÑO OCASIONADO EN BOMBAS U OTROS ACCESORIOS SE PASARIA UN PRESUPUESTO;;280;0;0;;;0;0;5;76,44;90
13/05/2009;91;000094;345;0;45;3419,26;547,08;0;;;621 C HUELVA;;PLAZO DE ENTREGA 5 Ó 6 DIAS ESTA EN FABRICA;;0;0;0;;;0;0;0;0;0
06/05/2009;91;000095;50;0;45;1416,68;226,67;0;;;980 G Nº2;;;;0;0;0;;;0;0;104;0,36;16
11/05/2009;91;000096;50;0;45;2129,18;340,67;0;;;980 G Nº3;;;;0;0;0;;;0;0;104;0,36;32
08/05/2009;91;000097;50;0;45;1012,45;161,99;0;;;980 G Nº2;;;;0;0;0;;;0;0;104;0,36;32
18/05/2009;91;000098;1030;0;47;1260,8;201,73;0;;;LHM 250;;PRESUPUESTO APROXIMADO.;;0;0;0;;;1;120;0;0;32
18/05/2009;91;000099;1091;0;53;609,9;97,58;0;;;CAT 375 Nº 0201;; ESTE PRESUPUESTO ES APROXIMADO , EN ESTE PRESUPUESTO NO ESTA INCLUIDO LOS TUBOS QUE HAY QUE FABICARLOS ALLI , LA CARGA GAS Y ACEITE COMPRESOR.;;0;0;0;;;0;0;0;0;0
14/05/2009;91;000100;50;0;45;350,94;56,15;0;;;966;;;;0;0;0;;;0;0;104;0,36;16
18/05/2009;91;000101;1017;0;11;700,27;112,04;0;;;L-150 E;;PLAZO DE ENTREGA 3/4 DIAS;;0;0;0;;;0;0;0;0;0
14/05/2009;91;000102;50;0;45;310,39;49,66;0;;;980 G Nº3;;;;0;0;0;;;0;0;104;0,36;16
18/05/2009;91;000103;50;0;45;205,44;32,87;0;;;966;;;;0;0;0;;;0;0;104;0,36;0
15/05/2009;91;000104;983;0;1;1099,69;175,95;0;;;A35C;;ESTE PRESUPUESTO ES APROXIMADO;;0;0;0;;;1;102;0;0;0
25/05/2009;91;000105;50;0;45;307,95;49,27;0;;;;;PRESUPUESTO MATERIAL SURTIDOR GASOIL;;0;0;0;;;0;0;0;0;0
20/05/2009;91;000106;50;0;45;261,44;41,83;0;;;980 G Nº2;;;;0;0;0;;;0;0;104;0,36;0
25/05/2009;91;000107;50;0;45;2843,89;455,02;0;;;980 G Nº2;;;;0;0;0;;;0;0;208;0,36;48
27/05/2009;91;000108;1091;0;53;862,44;137,99;0;;;A155 Nº 0502;;PLAZO DE ENTREGA 4 DIAS;;0;0;0;;;0;0;0;0;0
28/05/2009;91;000109;983;0;1;3354;536,64;0;;;SK 714-5;;PLAZO DE ENTREGA 3-4 DIAS;;0;0;0;;;0;0;0;0;0
28/05/2009;91;000110;1002;0;3;2265,57;362,49;0;;;42-7FD35;;EL SOPORTE COMPRESOR NO ESTA INCLUIDO EN EL PRESUPUESTO , HAY QUE FABRICARLO , EL ACOPLAMIENTO SERIA EN NUESTRA INSTALACIONES , NO ESTA INCLUIDO EN EL PRESUPUESTO TRAER LAS CARRETILLA;;0;0;0;;;0;0;0;0;0
29/05/2009;91;000111;9;0;45;3053,71;488,59;0;;;;;PLAZO DE ENTREGA EV 1/2 30 INM., RESTO 3 SEMANAS.
PLAZO ENTREGA EV 3/4 6 INM., RESTO 3 SEMANAS.;;0;0;0;;;0;0;0;0;0
28/05/2009;91;000112;50;0;45;735,88;117,74;0;;;980 G Nº2;;;;0;0;0;;;0;0;104;0,36;16
29/05/2009;91;000113;4;0;13;4732,8;757,25;0;;;950 E;;ESTE PRESUPUESTO ES APROXIMADO , LA REPARACION SERIA EN NUESTRA INSTALACIONES EL PRECIO DE LA GONDOLA ESTA INCLUIDO;;360;0;0;;;0;0;0;0;0
03/06/2009;91;000114;975;0;49;7406,22;1185;0;;;L 180 JAR;;ESTE PRESUPUESTO ES APROXIMADO, PLAZO DE ENTREGA MATERIAL 5 A 6 DIAS FABRICA;;0;0;0;;;0;0;0;0;0
02/06/2009;91;000115;50;0;45;936,86;149,9;0;;;980 G Nº3;;;15883;0;0;0;;;0;0;208;0,36;32
04/06/2009;91;000116;50;0;45;1541,76;246,68;0;;;980 G Nº2;;;22166;0;0;0;;;0;0;104;0,36;16
04/06/2009;91;000117;345;0;45;1950;312;0;;;;;;;700;0;0;;;0;0;0;0;0
04/06/2009;91;000118;1002;0;3;7064,36;1130,3;0;;;L 70;;ESTE PRESUPUESTO ES APROXIMADO , LA REPARACION SE HARIA EN NUESTRA INSTALACIONES;;0;0;0;;;0;0;0;0;0
05/06/2009;91;000119;1072;0;49;9041,1;1446,58;0;;;972 G;;ESTA REPARACION TIENE UNA GARANTIA 6 MESES Ó 1000 HORAS , NO ESTA INCLUIDO TURBO NI BOMBA INYECTORA;;320;0;0;;;2;120;0;0;64
08/06/2009;91;000120;343;0;45;2214,19;354,27;0;;;L 50 C  VR;;ESTE PRESUPUESTO ES APROXIMADO;;0;0;0;;;0;0;0;0;0
09/06/2009;91;000121;1001;0;48;7099,36;1135,9;0;;;235;;;;0;0;0;;;0;0;0;0;0
08/06/2009;91;000122;50;0;45;333,44;53,35;0;;;980 G Nº2;;;;0;0;0;;;0;0;104;0,36;16
15/06/2009;91;000123;50;0;45;488,32;78,13;0;;;980 G Nº3;;;;0;0;0;;;0;0;104;0,36;0
17/06/2009;91;000124;50;0;45;168;26,88;0;;;CUMMINS;;;;0;0;0;;;0;0;0;0;0
17/06/2009;91;000125;50;0;45;461,44;73,83;0;;;980 G;;;;0;0;0;;;0;0;104;0,36;32
25/06/2009;91;000126;50;0;45;720,3;115,25;0;;;980 G Nº2;;;;0;0;0;;;0;0;104;0,36;32
26/09/2009;91;000127;50;0;45;2278,77;364,6;0;;;980 G Nº3;;;16125;0;0;0;;;0;0;208;0,36;0
29/06/2009;91;000128;50;0;45;735,88;117,74;0;;;980 G Nº3;;;16125;0;0;0;;;0;0;104;0,36;16
30/06/2009;91;000129;50;0;45;484,73;77,56;0;;;966;;;;0;0;0;;;0;0;208;0,36;0
06/07/2009;91;000130;50;0;45;2013,26;322,12;0;;;966;;;;0;0;0;;;0;0;104;0,36;32
10/07/2009;91;000131;1091;0;53;11683,48;1869,36;0;;;D155 Nº0502;;ESTE PRESUPUESTO ES APROXIMADO, NO ESTA INCLUIDO ,COMPROBACION DE CULATAS , GUIAS VALVULAS , VALVULAS , BOMBA INYECCION , ALTERNADOR , MOTOR ARRANQUE , BOMBA ACEITE , CARTUCHO TURBO Y DESPLAZAMIENTO MOTOR AL TALLER;;0;0;0;;;0;0;0;0;0
10/07/2009;91;000132;1091;0;53;1740,34;278,45;0;;;HD465-7 Nº 0429;;ESTE PRESUPUESTO ES APROXIMADO;;0;0;0;;;0;0;0;0;0
10/07/2009;91;000133;1091;0;53;1054,03;168,64;0;;;;;PRESUPUESTO ES APROXIMADO;;0;0;0;;;0;0;0;0;0
14/07/2009;91;000134;1117;0;3;4489,99;718,4;0;;;936 E;;ESTE PRESUPUESTO ES APROXIMADO EL ALQUILER DE MAQUINA SERIA POR LOS DIAS QUE ESTE ALQUILADA Y LA GONDOLA TRAER Y LLEVAR LA MAQUINA A NUESTRA INSTALACIONES;;0;0;0;;;0;0;0;0;0
15/07/2009;91;000135;00;0;3;2856,52;457,04;0;;;;;EMPRESA EXTRAYMA. FORMA DE PAGO; TRANSFERENCIA BANCARIA; 3187-0806-96-2352751826.  DEVOLVER COMPROBANTE BANCARIO. PLAZO ENTREGA 3 DIAS. IMPRESICINDIBLE PARA PEDIDO COMPROBANTE BANCO.;;0;0;0;;;0;0;0;0;0
15/07/2009;91;000136;00;0;0;1937,58;310,01;0;;;;;3187 0806 96 2352751826 DEVOLVER PRESUPUESTO ACEPTADO Y JUSTIFICANTE DE TRANSFERENCIA.;;0;0;0;;;0;0;0;0;0
16/06/2009;91;000137;1091;0;53;354,74;56,76;0;;;PC 1100 Nº 0215;;;;0;0;0;;;0;0;0;0;0
16/06/2009;91;000138;1091;0;53;1421,86;227,5;0;;;PC 1250-7;;;;0;0;0;;;0;0;0;0;0
16/07/2009;91;000139;1091;0;53;115,75;18,52;0;;;HD465-7 Nº 0429;;;;0;0;0;;;0;0;0;0;0
15/07/2009;91;000140;150;0;11;8745,94;1399,35;0;;;A35 Nº 1;;ESTE PRESUPUESTO ES APROXIMADO,NO ESTA INCLUIDO TURBO , BOMBA INYECCION, ALTERNADOR , MOTOR ARRANQUE;;0;0;0;;;0;0;0;0;0
15/07/2009;91;000141;345;0;45;411,98;65,92;0;;;621 C HUELVA;;ESTE PRESUPUESTO ES APROXIMADO;;0;0;0;;;0;0;0;0;0
20/07/2009;91;000142;0;0;3;255,84;40,93;0;;;;;;;0;0;0;;;0;0;0;0;0
21/07/2009;91;000143;1091;0;53;415;66,4;0;;;A65E-12;;PLAZO ENTREGA 5/6 DIAS LABPORABLES. HAY QUE APROVECHAR PARTE DEL VIEJO.;;0;0;0;;;0;0;0;0;0
09/07/2009;91;000144;50;0;45;387,57;62,01;0;;;980 G Nº2;;;22599;0;0;0;;;0;0;104;0,36;16
09/07/2009;91;000145;50;0;45;159,6;25,54;0;;;980 G Nº3;;;16257;0;0;0;;;0;0;0;0;0
16/07/2009;91;000146;50;0;45;469,32;75,09;0;;;980 G Nº3;;;16362;0;0;0;;;0;0;104;0,36;0
20/07/2009;91;000147;50;0;45;1881,09;300,97;0;;;980 G Nº2;;;22724;0;0;0;;;0;0;104;0,36;0
